id,name,surname,adress,birthDate,phoneNumber,sex
353,Daryna,Usenko,Frankivsk,2015-10-23 00:00:00,380258837579,f
354,Andrii,Romanchuko,Sambir,2016-12-08 00:00:00,380529444342,m
355,Veronika,Melko,Lviv,2010-03-22 00:00:00,380347288470,f
356,Roman,Usenko,Kyiv,2008-09-29 00:00:00,380051459631,m
357,Daryna,Nesterenko,Sambir,2010-09-20 00:00:00,380520426146,f
358,Oleh,Antonenko,Strii,2009-01-10 00:00:00,380392897043,m
359,Veronika,Hrytsenko,Rivne,2008-04-23 00:00:00,380053249430,f
360,Yevhen,Yevdokymenko,Odesa,2016-03-19 00:00:00,380351532286,m
361,Kateryna,Pavlenko,Strii,2016-01-29 00:00:00,380181896455,f
362,Andrii,Fedorenko,Sambir,2010-07-22 00:00:00,380247828748,m
363,Zhanna,Hrytsenko,Rivne,2014-08-23 00:00:00,380146458354,f
364,Vitalii,Fedorenko,Odesa,2010-08-19 00:00:00,380195714648,m
365,Mariia,Melko,Lviv,2012-09-26 00:00:00,380839667365,f
366,Pavlo,Usenko,Kyiv,2009-10-06 00:00:00,380924679548,m
367,Kateryna,Sydorenko,Kyiv,2016-06-30 00:00:00,380356734363,f
368,Pavlo,Danylenko,Lviv,2010-08-29 00:00:00,380645200961,m
369,Nataliia,Ivanchenko,Odesa,2011-11-03 00:00:00,380215117436,f
370,Vitalii,Nesterenko,Frankivsk,2011-12-14 00:00:00,380521252622,m
371,Veronika,Ivanchenko,Kyiv,2009-10-16 00:00:00,380938435375,f
372,Ivan,Vasylchenko,Sambir,2010-04-28 00:00:00,380694902916,m
373,Svitlana,Kovalko,Lviv,2008-05-10 00:00:00,380812445309,f
374,Roman,Antonenko,Kyiv,2015-09-04 00:00:00,380875481482,m
375,Larysa,Usenko,Frankivsk,2007-06-18 00:00:00,380149141292,f
376,Oleh,Danylenko,Kyiv,2011-03-26 00:00:00,380722184285,m
377,Svitlana,Kovalenko,Sambir,2008-07-11 00:00:00,380695417439,f
378,Fedir,Hrytsenko,Frankivsk,2016-09-10 00:00:00,380557849079,m
379,Veronika,Kovalenko,Kyiv,2014-05-04 00:00:00,380120661361,f
380,Roman,Tkachenko,Sambir,2007-04-08 00:00:00,380792346940,m
381,Zhanna,Nesterenko,Frankivsk,2010-09-24 00:00:00,380446800825,f
382,Oleh,Tkachenko,Frankivsk,2009-10-28 00:00:00,380313304446,m
383,Daryna,Yevdokymenko,Kyiv,2007-04-10 00:00:00,380940349802,f
384,Roman,Fedorenko,Rivne,2008-09-28 00:00:00,380718244974,m
385,Larysa,Kovalenko,Strii,2016-06-12 00:00:00,380280944725,f
386,Yevhen,Bilenko,Kyiv,2009-07-07 00:00:00,380948747755,m
387,Daryna,Usenko,Sambir,2013-06-14 00:00:00,380122200260,f
388,Vitalii,Oleksiyenko,Sambir,2013-07-13 00:00:00,380265720859,m
389,Halyna,Kovalko,Frankivsk,2007-09-12 00:00:00,380469105446,f
390,Yevhen,Oleksiyenko,Frankivsk,2010-04-16 00:00:00,380940446039,m
391,Svitlana,Lysenko,Rivne,2009-01-04 00:00:00,380277797005,f
392,Bohdan,Pavlenko,Kyiv,2007-07-12 00:00:00,380159360213,m
393,Zhanna,Balanenko,Odesa,2015-03-23 00:00:00,380206071919,f
394,Fedir,Balanenko,Frankivsk,2007-11-04 00:00:00,380651520879,m
395,Zhanna,Kovalko,Sambir,2012-04-30 00:00:00,380266318566,f
396,Pavlo,Hrytsenko,Kyiv,2016-01-30 00:00:00,380007083500,m
397,Mariia,Balanenko,Kyiv,2015-08-11 00:00:00,380074037560,f
398,Oleh,Pavlenko,Strii,2011-10-13 00:00:00,380893385825,m
399,Veronika,Bilenko,Dnipro,2015-01-21 00:00:00,380721198733,f
400,Roman,Romanchuko,Sambir,2010-09-28 00:00:00,380494489573,m
401,Larysa,Danylenko,Strii,2011-08-04 00:00:00,380684653822,f
402,Pavlo,Tkachenko,Lviv,2014-09-01 00:00:00,380991284986,m
403,Nataliia,Usenko,Dnipro,2016-02-20 00:00:00,380979023685,f
404,Andrii,Usenko,Dnipro,2016-06-24 00:00:00,380327643370,m
405,Veronika,Lysenko,Kyiv,2007-06-07 00:00:00,380713215129,f
406,Bohdan,Oleksiyenko,Strii,2014-04-19 00:00:00,380945636296,m
407,Larysa,Balanenko,Rivne,2015-11-10 00:00:00,380206174684,f
408,Roman,Yevdokymenko,Sambir,2007-03-28 00:00:00,380513397437,m
409,Veronika,Vasylchenko,Sambir,2013-02-10 00:00:00,380450168758,f
410,Roman,Vasylchenko,Odesa,2011-07-31 00:00:00,380612731079,m
411,Larysa,Kovalenko,Rivne,2007-06-25 00:00:00,380229369410,f
412,Bohdan,Vasylchenko,Lviv,2015-06-29 00:00:00,380739228834,m
413,Nataliia,Nesterenko,Rivne,2012-01-26 00:00:00,380693718875,f
414,Vitalii,Tkachenko,Lviv,2007-10-03 00:00:00,380088935517,m
415,Veronika,Oleksiyenko,Odesa,2008-01-19 00:00:00,380634177160,f
416,Andrii,Sydorenko,Sambir,2008-05-18 00:00:00,380780972696,m
417,Veronika,Antonenko,Rivne,2009-07-01 00:00:00,380852308987,f
418,Roman,Pavlenko,Dnipro,2016-06-24 00:00:00,380115229504,m
419,Larysa,Kovalenko,Lviv,2008-11-29 00:00:00,380714758503,f
420,Oleh,Nesterenko,Rivne,2010-09-30 00:00:00,380558566656,m
421,Kateryna,Hrytsenko,Odesa,2007-03-01 00:00:00,380667269384,f
422,Vitalii,Oleksiyenko,Kyiv,2015-06-12 00:00:00,380217301740,m
423,Zhanna,Lysenko,Rivne,2013-04-05 00:00:00,380503687590,f
424,Pavlo,Nesterenko,Odesa,2008-05-04 00:00:00,380792164832,m
425,Kateryna,Nesterenko,Odesa,2011-02-09 00:00:00,380831064336,f
426,Oleh,Melko,Sambir,2010-09-14 00:00:00,380176101285,m
427,Nataliia,Balanenko,Strii,2010-11-22 00:00:00,380317936668,f
428,Bohdan,Vasylchenko,Dnipro,2007-12-30 00:00:00,380554588373,m
429,Larysa,Kovalko,Sambir,2013-10-06 00:00:00,380623827715,f
430,Bohdan,Romanchuko,Frankivsk,2016-04-07 00:00:00,380934754610,m
431,Halyna,Tkachenko,Frankivsk,2015-07-31 00:00:00,380730802662,f
432,Yevhen,Balanenko,Dnipro,2014-05-31 00:00:00,380746232981,m
433,Kateryna,Hrytsenko,Lviv,2012-11-16 00:00:00,380766462871,f
434,Vitalii,Balanenko,Kyiv,2011-02-06 00:00:00,380711352931,m
435,Mariia,Kovalenko,Strii,2014-06-24 00:00:00,380554350222,f
436,Fedir,Kovalko,Kyiv,2012-07-02 00:00:00,380334108376,m
437,Halyna,Fedorenko,Strii,2012-08-03 00:00:00,380020675928,f
438,Yevhen,Tkachenko,Rivne,2009-09-13 00:00:00,380043146738,m
439,Nataliia,Nesterenko,Frankivsk,2010-07-07 00:00:00,380072490489,f
440,Oleh,Kovalenko,Strii,2007-08-28 00:00:00,380942353662,m
441,Kateryna,Ivanchenko,Rivne,2012-07-21 00:00:00,380948485781,f
442,Pavlo,Balanenko,Lviv,2015-05-22 00:00:00,380347206642,m
443,Zhanna,Vasylchenko,Frankivsk,2011-07-09 00:00:00,380603032819,f
444,Andrii,Hrytsenko,Frankivsk,2009-04-11 00:00:00,380640222053,m
445,Veronika,Sydorenko,Sambir,2013-03-12 00:00:00,380602592365,f
446,Andrii,Pavlenko,Kyiv,2008-10-09 00:00:00,380168478296,m
447,Daryna,Nesterenko,Kyiv,2008-10-30 00:00:00,380919778328,f
448,Ivan,Antonenko,Kyiv,2016-01-20 00:00:00,380648857013,m
449,Kateryna,Hrytsenko,Strii,2013-08-31 00:00:00,380158696484,f
450,Bohdan,Lysenko,Strii,2015-02-21 00:00:00,380374102027,m
451,Svitlana,Kovalko,Strii,2014-07-18 00:00:00,380102668601,f
452,Fedir,Melko,Dnipro,2014-04-05 00:00:00,380927051889,m
453,Kateryna,Antonenko,Strii,2011-07-11 00:00:00,380372825651,f
454,Yevhen,Fedorenko,Rivne,2014-11-25 00:00:00,380023298854,m
455,Nataliia,Ivanchenko,Lviv,2014-09-30 00:00:00,380391182494,f
456,Pavlo,Lysenko,Odesa,2014-07-29 00:00:00,380739294108,m
457,Veronika,Kovalko,Lviv,2014-05-12 00:00:00,380329814731,f
458,Pavlo,Vasylchenko,Lviv,2010-05-05 00:00:00,380136192862,m
459,Mariia,Hrytsenko,Rivne,2011-05-17 00:00:00,380829485383,f
460,Yevhen,Yevdokymenko,Odesa,2015-02-24 00:00:00,380160773161,m
461,Daryna,Vasylchenko,Sambir,2009-03-19 00:00:00,380371392515,f
462,Oleh,Nesterenko,Dnipro,2010-01-14 00:00:00,380240359916,m
463,Nataliia,Sydorenko,Dnipro,2011-02-08 00:00:00,380227333493,f
464,Vitalii,Bilenko,Frankivsk,2010-11-26 00:00:00,380718630160,m
465,Zhanna,Kovalko,Strii,2015-07-13 00:00:00,380059027431,f
466,Fedir,Romanchuko,Odesa,2007-03-11 00:00:00,380984108564,m
467,Nataliia,Nesterenko,Rivne,2015-06-23 00:00:00,380546288937,f
468,Ivan,Sydorenko,Strii,2010-08-10 00:00:00,380181043429,m
469,Halyna,Kovalko,Dnipro,2015-06-06 00:00:00,380667350459,f
470,Oleh,Lysenko,Lviv,2015-09-19 00:00:00,380039156879,m
471,Nataliia,Ivanchenko,Odesa,2015-02-13 00:00:00,380829480672,f
472,Yevhen,Vasylchenko,Kyiv,2007-11-16 00:00:00,380035714052,m
473,Veronika,Usenko,Strii,2016-11-20 00:00:00,380083666058,f
474,Roman,Hrytsenko,Rivne,2015-10-26 00:00:00,380419661799,m
475,Mariia,Kovalko,Frankivsk,2016-03-10 00:00:00,380745612550,f
476,Roman,Balanenko,Dnipro,2013-02-26 00:00:00,380641775580,m
477,Svitlana,Oleksiyenko,Lviv,2013-12-12 00:00:00,380090707511,f
478,Vitalii,Fedorenko,Dnipro,2016-06-30 00:00:00,380439685834,m
479,Daryna,Tkachenko,Frankivsk,2015-10-08 00:00:00,380233457655,f
480,Roman,Antonenko,Sambir,2011-05-31 00:00:00,380035732111,m
481,Halyna,Bilenko,Dnipro,2016-10-28 00:00:00,380722703386,f
482,Yevhen,Hrytsenko,Rivne,2014-11-23 00:00:00,380568070565,m
483,Daryna,Tkachenko,Dnipro,2014-05-04 00:00:00,380625037209,f
484,Pavlo,Danylenko,Rivne,2007-01-03 00:00:00,380471582798,m
485,Mariia,Oleksiyenko,Rivne,2014-05-08 00:00:00,380055736479,f
486,Bohdan,Lysenko,Dnipro,2010-01-26 00:00:00,380492703779,m
487,Mariia,Kovalenko,Rivne,2011-01-22 00:00:00,380784315497,f
488,Roman,Melko,Sambir,2011-11-30 00:00:00,380496462190,m
489,Svitlana,Danylenko,Dnipro,2015-11-17 00:00:00,380103010018,f
490,Yevhen,Sydorenko,Rivne,2012-09-12 00:00:00,380910074977,m
491,Larysa,Ivanchenko,Strii,2010-09-11 00:00:00,380263427374,f
492,Bohdan,Nesterenko,Odesa,2013-06-15 00:00:00,380548595205,m
493,Daryna,Ivanchenko,Kyiv,2011-05-27 00:00:00,380538108332,f
494,Vitalii,Pavlenko,Odesa,2008-06-28 00:00:00,380993154225,m
495,Larysa,Nesterenko,Frankivsk,2014-02-02 00:00:00,380632807722,f
496,Ivan,Ivanchenko,Kyiv,2014-11-01 00:00:00,380752730608,m
497,Kateryna,Tkachenko,Sambir,2012-06-04 00:00:00,380116671039,f
498,Vitalii,Ivanchenko,Strii,2013-12-11 00:00:00,380798391807,m
499,Veronika,Hrytsenko,Sambir,2011-03-05 00:00:00,380385945946,f
500,Bohdan,Usenko,Kyiv,2007-08-03 00:00:00,380614676066,m
501,Halyna,Fedorenko,Dnipro,2013-10-28 00:00:00,380880201067,f
502,Andrii,Danylenko,Strii,2015-04-22 00:00:00,380751755103,m
503,Larysa,Kovalko,Odesa,2009-08-11 00:00:00,380148062221,f
504,Vitalii,Antonenko,Rivne,2013-08-07 00:00:00,380925302126,m
505,Veronika,Sydorenko,Frankivsk,2016-12-28 00:00:00,380432529501,f
506,Oleh,Bilenko,Sambir,2011-05-21 00:00:00,380676544059,m
507,Daryna,Yevdokymenko,Lviv,2012-12-01 00:00:00,380927207660,f
508,Roman,Kovalko,Kyiv,2008-03-29 00:00:00,380309868219,m
509,Daryna,Vasylchenko,Sambir,2015-05-07 00:00:00,380205286757,f
510,Bohdan,Vasylchenko,Kyiv,2010-11-15 00:00:00,380683402977,m
511,Larysa,Tkachenko,Sambir,2009-04-27 00:00:00,380454885650,f
512,Fedir,Kovalenko,Lviv,2011-06-26 00:00:00,380676750961,m
513,Daryna,Yevdokymenko,Frankivsk,2008-12-26 00:00:00,380133303776,f
514,Andrii,Balanenko,Frankivsk,2011-08-20 00:00:00,380070181576,m
515,Halyna,Kovalko,Lviv,2008-03-14 00:00:00,380574154615,f
516,Bohdan,Oleksiyenko,Dnipro,2013-07-01 00:00:00,380627439287,m
517,Nataliia,Bilenko,Strii,2009-09-21 00:00:00,380136465913,f
518,Roman,Romanchuko,Frankivsk,2007-01-25 00:00:00,380502262872,m
519,Kateryna,Kovalko,Odesa,2016-04-15 00:00:00,380126465418,f
520,Yevhen,Nesterenko,Kyiv,2015-02-15 00:00:00,380457455211,m
521,Daryna,Vasylchenko,Dnipro,2010-10-03 00:00:00,380596783216,f
522,Vitalii,Vasylchenko,Sambir,2015-08-10 00:00:00,380727311416,m
523,Larysa,Usenko,Sambir,2007-02-11 00:00:00,380835185749,f
524,Vitalii,Yevdokymenko,Dnipro,2012-11-19 00:00:00,380216971011,m
525,Mariia,Fedorenko,Dnipro,2014-11-07 00:00:00,380483097876,f
526,Roman,Bilenko,Rivne,2010-07-30 00:00:00,380730245311,m
527,Mariia,Kovalko,Odesa,2014-01-14 00:00:00,380786866022,f
528,Yevhen,Kovalenko,Kyiv,2009-07-01 00:00:00,380782601617,m
529,Mariia,Antonenko,Frankivsk,2016-12-11 00:00:00,380357332393,f
530,Pavlo,Romanchuko,Dnipro,2011-08-02 00:00:00,380759174748,m
531,Halyna,Usenko,Lviv,2007-11-11 00:00:00,380747058624,f
532,Yevhen,Romanchuko,Odesa,2015-07-26 00:00:00,380769622175,m
533,Larysa,Kovalenko,Rivne,2016-03-31 00:00:00,380218007525,f
534,Pavlo,Danylenko,Kyiv,2009-01-26 00:00:00,380981932304,m
535,Zhanna,Nesterenko,Strii,2007-08-04 00:00:00,380250631721,f
536,Ivan,Nesterenko,Sambir,2013-10-20 00:00:00,380067977028,m
537,Halyna,Danylenko,Frankivsk,2012-09-03 00:00:00,380236687606,f
538,Andrii,Kovalko,Strii,2010-07-04 00:00:00,380839755302,m
539,Daryna,Nesterenko,Rivne,2013-04-27 00:00:00,380083542571,f
540,Andrii,Vasylchenko,Kyiv,2012-08-13 00:00:00,380023549685,m
541,Svitlana,Kovalenko,Lviv,2007-07-11 00:00:00,380593479824,f
542,Roman,Sydorenko,Kyiv,2013-07-10 00:00:00,380007511835,m
543,Zhanna,Nesterenko,Lviv,2015-01-25 00:00:00,380153470035,f
544,Bohdan,Vasylchenko,Lviv,2012-04-08 00:00:00,380749871954,m
545,Veronika,Balanenko,Rivne,2015-01-18 00:00:00,380818734202,f
546,Yevhen,Yevdokymenko,Lviv,2015-11-03 00:00:00,380584544773,m
547,Kateryna,Vasylchenko,Sambir,2010-01-03 00:00:00,380986329199,f
548,Yevhen,Balanenko,Lviv,2015-01-04 00:00:00,380087224425,m
549,Larysa,Oleksiyenko,Sambir,2015-02-11 00:00:00,380853948200,f
550,Yevhen,Kovalenko,Sambir,2011-04-28 00:00:00,380209673090,m
551,Daryna,Ivanchenko,Frankivsk,2015-05-11 00:00:00,380054850351,f
552,Yevhen,Sydorenko,Rivne,2008-11-21 00:00:00,380866452073,m
553,Halyna,Kovalenko,Sambir,2010-08-18 00:00:00,380148026234,f
554,Pavlo,Balanenko,Kyiv,2010-04-20 00:00:00,380743782200,m
555,Svitlana,Ivanchenko,Dnipro,2008-07-13 00:00:00,380604477449,f
556,Yevhen,Melko,Odesa,2012-08-21 00:00:00,380808377302,m
557,Kateryna,Romanchuko,Frankivsk,2016-10-19 00:00:00,380547908879,f
558,Fedir,Kovalko,Frankivsk,2016-09-09 00:00:00,380253674645,m
559,Kateryna,Melko,Kyiv,2012-01-28 00:00:00,380035016861,f
560,Ivan,Danylenko,Strii,2011-07-26 00:00:00,380366211724,m
561,Nataliia,Bilenko,Rivne,2010-05-06 00:00:00,380274414294,f
562,Oleh,Fedorenko,Frankivsk,2013-04-05 00:00:00,380755215467,m
563,Larysa,Melko,Rivne,2012-09-02 00:00:00,380837658246,f
564,Ivan,Romanchuko,Sambir,2014-03-22 00:00:00,380534669467,m
565,Mariia,Vasylchenko,Frankivsk,2012-10-31 00:00:00,380408869968,f
566,Andrii,Yevdokymenko,Lviv,2016-04-21 00:00:00,380879190857,m
567,Svitlana,Melko,Odesa,2013-01-07 00:00:00,380838048426,f
568,Yevhen,Antonenko,Odesa,2013-07-31 00:00:00,380410663162,m
569,Kateryna,Kovalenko,Frankivsk,2009-02-19 00:00:00,380751437316,f
570,Ivan,Ivanchenko,Frankivsk,2009-04-26 00:00:00,380274782208,m
571,Nataliia,Hrytsenko,Lviv,2014-03-01 00:00:00,380712602301,f
572,Roman,Oleksiyenko,Odesa,2010-03-01 00:00:00,380449537080,m
573,Zhanna,Hrytsenko,Strii,2013-06-25 00:00:00,380245398692,f
574,Yevhen,Balanenko,Dnipro,2008-04-28 00:00:00,380490760698,m
575,Daryna,Balanenko,Dnipro,2015-10-25 00:00:00,380776793158,f
576,Roman,Fedorenko,Kyiv,2010-12-31 00:00:00,380282005120,m
577,Mariia,Sydorenko,Kyiv,2012-12-30 00:00:00,380653006906,f
578,Oleh,Melko,Rivne,2015-03-30 00:00:00,380291173853,m
579,Daryna,Melko,Frankivsk,2007-06-20 00:00:00,380095684758,f
580,Ivan,Yevdokymenko,Kyiv,2009-06-05 00:00:00,380685908887,m
581,Veronika,Balanenko,Kyiv,2014-08-22 00:00:00,380752031216,f
582,Vitalii,Balanenko,Sambir,2014-11-14 00:00:00,380506279456,m
583,Zhanna,Oleksiyenko,Strii,2007-11-01 00:00:00,380689864232,f
584,Oleh,Usenko,Strii,2011-05-25 00:00:00,380581888855,m
585,Daryna,Danylenko,Strii,2015-07-30 00:00:00,380811512762,f
586,Oleh,Antonenko,Rivne,2007-08-15 00:00:00,380109356510,m
587,Larysa,Ivanchenko,Sambir,2013-11-10 00:00:00,380793031765,f
588,Bohdan,Fedorenko,Rivne,2016-06-24 00:00:00,380498628610,m
589,Daryna,Usenko,Rivne,2013-09-12 00:00:00,380713440431,f
590,Yevhen,Usenko,Dnipro,2009-10-11 00:00:00,380329125156,m
591,Larysa,Fedorenko,Kyiv,2016-02-13 00:00:00,380898419899,f
592,Oleh,Melko,Sambir,2009-09-04 00:00:00,380344633820,m
593,Svitlana,Pavlenko,Rivne,2011-09-10 00:00:00,380338272395,f
594,Ivan,Antonenko,Sambir,2009-07-29 00:00:00,380287775604,m
595,Nataliia,Antonenko,Frankivsk,2009-03-20 00:00:00,380144318104,f
596,Ivan,Nesterenko,Dnipro,2013-06-23 00:00:00,380464677097,m
597,Svitlana,Danylenko,Dnipro,2016-03-05 00:00:00,380167168430,f
598,Roman,Pavlenko,Rivne,2013-10-03 00:00:00,380927628010,m
599,Halyna,Oleksiyenko,Odesa,2016-01-24 00:00:00,380563926746,f
600,Vitalii,Romanchuko,Dnipro,2011-05-12 00:00:00,380615452673,m
601,Larysa,Sydorenko,Kyiv,2011-09-29 00:00:00,380469550084,f
602,Yevhen,Pavlenko,Kyiv,2009-11-16 00:00:00,380303304955,m
603,Veronika,Danylenko,Sambir,2013-09-23 00:00:00,380904837363,f
604,Pavlo,Kovalko,Odesa,2016-02-26 00:00:00,380884843103,m
605,Svitlana,Vasylchenko,Rivne,2012-03-27 00:00:00,380098495466,f
606,Ivan,Oleksiyenko,Odesa,2008-06-20 00:00:00,380145005126,m
607,Kateryna,Sydorenko,Sambir,2015-02-20 00:00:00,380407094931,f
608,Yevhen,Nesterenko,Kyiv,2016-10-22 00:00:00,380063488359,m
609,Zhanna,Melko,Lviv,2008-06-12 00:00:00,380332625486,f
610,Bohdan,Lysenko,Rivne,2014-09-04 00:00:00,380854551189,m
611,Zhanna,Hrytsenko,Rivne,2010-05-03 00:00:00,380955328673,f
612,Roman,Usenko,Kyiv,2011-08-13 00:00:00,380143640942,m
613,Mariia,Sydorenko,Strii,2012-06-10 00:00:00,380176091213,f
614,Pavlo,Kovalenko,Rivne,2009-06-01 00:00:00,380953016239,m
615,Halyna,Danylenko,Lviv,2011-08-10 00:00:00,380167506900,f
616,Pavlo,Lysenko,Lviv,2009-04-03 00:00:00,380121665452,m
617,Larysa,Kovalko,Frankivsk,2007-01-22 00:00:00,380217389048,f
618,Bohdan,Romanchuko,Kyiv,2010-06-01 00:00:00,380974424233,m
619,Larysa,Yevdokymenko,Frankivsk,2009-08-24 00:00:00,380079334302,f
620,Yevhen,Melko,Rivne,2008-04-28 00:00:00,380132450855,m
621,Larysa,Balanenko,Frankivsk,2009-04-13 00:00:00,380152628925,f
622,Oleh,Usenko,Dnipro,2010-02-07 00:00:00,380129443070,m
623,Mariia,Usenko,Dnipro,2016-11-03 00:00:00,380898353098,f
624,Fedir,Kovalenko,Strii,2009-06-18 00:00:00,380336109190,m
625,Zhanna,Tkachenko,Lviv,2012-09-27 00:00:00,380462054914,f
626,Bohdan,Oleksiyenko,Frankivsk,2011-08-20 00:00:00,380640342247,m
627,Halyna,Kovalko,Dnipro,2013-12-04 00:00:00,380571756458,f
628,Yevhen,Usenko,Dnipro,2008-11-21 00:00:00,380696705313,m
629,Veronika,Hrytsenko,Dnipro,2013-08-03 00:00:00,380543869275,f
630,Vitalii,Fedorenko,Strii,2016-12-14 00:00:00,380471509049,m
631,Daryna,Kovalko,Rivne,2012-07-18 00:00:00,380883080159,f
632,Fedir,Lysenko,Odesa,2013-03-13 00:00:00,380754814751,m
633,Halyna,Tkachenko,Strii,2011-08-07 00:00:00,380230671414,f
634,Yevhen,Lysenko,Dnipro,2015-01-19 00:00:00,380263102349,m
635,Veronika,Danylenko,Odesa,2015-12-23 00:00:00,380185900376,f
636,Ivan,Kovalko,Frankivsk,2015-12-11 00:00:00,380080292552,m
637,Mariia,Nesterenko,Odesa,2014-07-28 00:00:00,380984620911,f
638,Yevhen,Sydorenko,Lviv,2008-05-02 00:00:00,380460386700,m
639,Veronika,Vasylchenko,Rivne,2013-12-01 00:00:00,380512270676,f
640,Pavlo,Lysenko,Frankivsk,2011-04-13 00:00:00,380232491871,m
641,Zhanna,Danylenko,Rivne,2009-09-20 00:00:00,380310717557,f
642,Pavlo,Antonenko,Odesa,2016-10-17 00:00:00,380699291729,m
643,Veronika,Yevdokymenko,Lviv,2009-01-31 00:00:00,380496531372,f
644,Fedir,Hrytsenko,Kyiv,2009-09-15 00:00:00,380325780949,m
645,Kateryna,Yevdokymenko,Rivne,2014-08-31 00:00:00,380361773156,f
646,Oleh,Sydorenko,Rivne,2011-01-15 00:00:00,380903564957,m
647,Larysa,Kovalenko,Kyiv,2014-10-06 00:00:00,380336699146,f
648,Fedir,Bilenko,Rivne,2014-11-09 00:00:00,380896368246,m
649,Veronika,Bilenko,Dnipro,2014-06-26 00:00:00,380756668167,f
650,Fedir,Bilenko,Odesa,2008-09-09 00:00:00,380091450612,m
651,Daryna,Kovalko,Rivne,2016-10-19 00:00:00,380303300792,f
652,Yevhen,Fedorenko,Sambir,2014-07-03 00:00:00,380497348228,m
653,Kateryna,Ivanchenko,Frankivsk,2009-07-24 00:00:00,380309559595,f
654,Andrii,Romanchuko,Lviv,2008-01-20 00:00:00,380211960225,m
655,Zhanna,Nesterenko,Odesa,2012-09-18 00:00:00,380715922032,f
656,Ivan,Yevdokymenko,Strii,2008-10-15 00:00:00,380385388441,m
657,Nataliia,Romanchuko,Sambir,2007-09-01 00:00:00,380221922142,f
658,Pavlo,Pavlenko,Kyiv,2010-01-17 00:00:00,380499921376,m
659,Veronika,Nesterenko,Dnipro,2014-05-17 00:00:00,380057504571,f
660,Andrii,Fedorenko,Kyiv,2008-06-14 00:00:00,380266459027,m
661,Svitlana,Pavlenko,Rivne,2013-06-13 00:00:00,380524041544,f
662,Andrii,Bilenko,Rivne,2012-12-16 00:00:00,380217360514,m
663,Veronika,Kovalko,Sambir,2015-06-25 00:00:00,380067796591,f
664,Yevhen,Nesterenko,Strii,2009-03-24 00:00:00,380938191449,m
665,Mariia,Pavlenko,Sambir,2013-08-13 00:00:00,380497783963,f
666,Fedir,Yevdokymenko,Strii,2015-09-19 00:00:00,380149277890,m
667,Mariia,Usenko,Frankivsk,2010-01-07 00:00:00,380152857393,f
668,Pavlo,Danylenko,Frankivsk,2009-02-11 00:00:00,380310696119,m
669,Zhanna,Vasylchenko,Rivne,2009-01-28 00:00:00,380318921644,f
670,Yevhen,Lysenko,Lviv,2016-02-06 00:00:00,380576344009,m
671,Veronika,Melko,Strii,2012-01-25 00:00:00,380127231891,f
672,Andrii,Kovalenko,Sambir,2008-05-21 00:00:00,380515275807,m
673,Veronika,Kovalko,Strii,2008-02-28 00:00:00,380571086015,f
674,Andrii,Balanenko,Lviv,2014-04-02 00:00:00,380993866475,m
675,Svitlana,Kovalenko,Dnipro,2008-11-15 00:00:00,380979175093,f
676,Pavlo,Bilenko,Strii,2015-07-14 00:00:00,380716473939,m
677,Halyna,Hrytsenko,Sambir,2015-03-29 00:00:00,380910777362,f
678,Fedir,Usenko,Lviv,2012-05-14 00:00:00,380332283226,m
679,Halyna,Nesterenko,Frankivsk,2011-08-27 00:00:00,380057018558,f
680,Fedir,Romanchuko,Sambir,2015-01-14 00:00:00,380691452898,m
681,Kateryna,Danylenko,Sambir,2008-09-04 00:00:00,380614058331,f
682,Ivan,Yevdokymenko,Frankivsk,2015-06-23 00:00:00,380472787763,m
683,Halyna,Hrytsenko,Kyiv,2012-02-12 00:00:00,380366391861,f
684,Bohdan,Ivanchenko,Sambir,2009-03-24 00:00:00,380707034316,m
685,Zhanna,Kovalko,Rivne,2010-04-17 00:00:00,380701673736,f
686,Yevhen,Kovalenko,Dnipro,2009-08-25 00:00:00,380170304171,m
687,Veronika,Usenko,Frankivsk,2008-10-23 00:00:00,380897104223,f
688,Pavlo,Usenko,Frankivsk,2009-06-19 00:00:00,380160537608,m
689,Daryna,Balanenko,Dnipro,2013-01-14 00:00:00,380701782748,f
690,Vitalii,Danylenko,Lviv,2016-09-05 00:00:00,380066692703,m
691,Mariia,Bilenko,Rivne,2008-05-23 00:00:00,380903453382,f
692,Ivan,Hrytsenko,Odesa,2016-07-23 00:00:00,380521303696,m
693,Svitlana,Hrytsenko,Sambir,2014-06-23 00:00:00,380167137894,f
694,Ivan,Danylenko,Strii,2011-06-28 00:00:00,380274689815,m
695,Halyna,Antonenko,Frankivsk,2015-11-14 00:00:00,380917440228,f
696,Bohdan,Antonenko,Rivne,2009-05-21 00:00:00,380365713123,m
697,Mariia,Vasylchenko,Frankivsk,2010-02-14 00:00:00,380672665582,f
698,Pavlo,Melko,Frankivsk,2010-11-03 00:00:00,380749230186,m
699,Mariia,Balanenko,Kyiv,2007-11-01 00:00:00,380151386315,f
700,Oleh,Balanenko,Lviv,2007-05-28 00:00:00,380142403892,m
701,Zhanna,Kovalenko,Odesa,2012-09-14 00:00:00,380562639419,f
702,Andrii,Balanenko,Frankivsk,2009-10-30 00:00:00,380707564248,m
703,Nataliia,Hrytsenko,Frankivsk,2010-09-24 00:00:00,380144193021,f
704,Vitalii,Sydorenko,Frankivsk,2015-07-13 00:00:00,380120672410,m
